observation_id,source_type,latitude,longitude,timestamp,depth_m,forecast_temperature,observed_temperature,forecast_salinity,observed_salinity,forecast_current,observed_current,forecast_ssh,observed_ssh,temp_error,salinity_error,current_error,ssh_error,abs_temp_error,abs_saln_error,abs_curr_error,abs_ssh_error,month,season,time_diff_hours,region_id,ocean_basin,observation_density,reliability_score,reliability_category
ARGO_5900028_R1213,ARGO_FLOAT,28.2661,-160.8717,2026-09-13 14:57:56,500.0,6.32,4.833,36.083,35.987,0.057,,-0.074,,1.487,0.09599999999999653,,,1.487,0.09599999999999653,,,9,Autumn,144.0,NPAC,North Pacific Ocean,45,83.2,Medium Reliability
ARGO_5900028_R1214,ARGO_FLOAT,28.2661,-160.8717,2026-09-13 14:57:56,750.0,6.32,3.179,36.083,35.974,0.057,,-0.074,,3.1410000000000005,0.10900000000000176,,,3.1410000000000005,0.10900000000000176,,,9,Autumn,144.0,NPAC,North Pacific Ocean,45,66.4,Medium Reliability
ARGO_5900028_R1215,ARGO_FLOAT,28.2661,-160.8717,2026-09-13 14:57:56,1000.0,2.682,2.492,36.831,36.033,0.079,,-0.074,,0.18999999999999995,0.7980000000000018,,,0.18999999999999995,0.7980000000000018,,,9,Autumn,144.0,NPAC,North Pacific Ocean,45,82.1,Medium Reliability
ARGO_5900028_R1216,ARGO_FLOAT,28.2661,-160.8717,2026-09-13 14:57:56,1500.0,2.682,2.115,36.831,36.111,0.079,,-0.074,,0.5669999999999997,0.720000000000006,,,0.5669999999999997,0.720000000000006,,,9,Autumn,144.0,NPAC,North Pacific Ocean,45,79.9,Medium Reliability
ARGO_5900028_R1217,ARGO_FLOAT,28.2661,-160.8717,2026-09-13 14:57:56,2000.0,2.682,2.204,36.831,36.128,0.079,,-0.074,,0.47799999999999976,0.703000000000003,,,0.47799999999999976,0.703000000000003,,,9,Autumn,144.0,NPAC,North Pacific Ocean,45,81.2,Medium Reliability
ARGO_5900029_R1218,ARGO_FLOAT,4.7903,-115.9306,2026-09-07 14:57:56,0.0,28.236,28.245,35.79,35.075,0.229,,-0.06,,-0.009000000000000341,0.7149999999999963,,,0.009000000000000341,0.7149999999999963,,,9,Autumn,0.0,SPAC,South Pacific Ocean,46,85.6,High Reliability
ARGO_5900029_R1219,ARGO_FLOAT,4.7903,-115.9306,2026-09-07 14:57:56,10.0,26.575,27.384,35.833,35.054,0.188,,-0.06,,-0.809000000000001,0.7789999999999964,,,0.809000000000001,0.7789999999999964,,,9,Autumn,0.0,SPAC,South Pacific Ocean,46,76.3,Medium Reliability
ARGO_5900029_R1220,ARGO_FLOAT,4.7903,-115.9306,2026-09-07 14:57:56,20.0,26.337,26.282,35.773,35.033,0.207,,-0.06,,0.054999999999999716,0.740000000000002,,,0.054999999999999716,0.740000000000002,,,9,Autumn,0.0,SPAC,South Pacific Ocean,46,84.6,Medium Reliability
ARGO_5900029_R1221,ARGO_FLOAT,4.7903,-115.9306,2026-09-07 14:57:56,50.0,23.571,23.513,36.063,35.077,0.232,,-0.06,,0.05799999999999983,0.9860000000000042,,,0.05799999999999983,0.9860000000000042,,,9,Autumn,0.0,SPAC,South Pacific Ocean,46,79.7,Medium Reliability
ARGO_5900029_R1222,ARGO_FLOAT,4.7903,-115.9306,2026-09-07 14:57:56,100.0,20.596,19.617,35.95,35.206,0.202,,-0.06,,0.9789999999999992,0.7439999999999998,,,0.9789999999999992,0.7439999999999998,,,9,Autumn,0.0,SPAC,South Pacific Ocean,46,75.3,Medium Reliability
ARGO_5900029_R1223,ARGO_FLOAT,4.7903,-115.9306,2026-09-07 14:57:56,150.0,20.596,16.403,35.95,35.165,0.202,,-0.06,,4.193000000000001,0.7850000000000037,,,4.193000000000001,0.7850000000000037,,,9,Autumn,0.0,SPAC,South Pacific Ocean,46,42.4,Low Reliability
ARGO_5900029_R1224,ARGO_FLOAT,4.7903,-115.9306,2026-09-07 14:57:56,200.0,14.928,13.821,35.887,35.217,0.07,,-0.06,,1.107000000000001,0.6700000000000017,,,1.107000000000001,0.6700000000000017,,,9,Autumn,0.0,SPAC,South Pacific Ocean,46,75.5,Medium Reliability
ARGO_5900029_R1225,ARGO_FLOAT,4.7903,-115.9306,2026-09-07 14:57:56,300.0,14.928,10.024,35.887,35.215,0.07,,-0.06,,4.904000000000002,0.671999999999997,,,4.904000000000002,0.671999999999997,,,9,Autumn,0.0,SPAC,South Pacific Ocean,46,37.5,Low Reliability
ARGO_5900029_R1226,ARGO_FLOAT,4.7903,-115.9306,2026-09-07 14:57:56,400.0,7.089,7.164,36.534,35.352,0.074,,-0.06,,-0.07499999999999929,1.1820000000000022,,,0.07499999999999929,1.1820000000000022,,,9,Autumn,0.0,SPAC,South Pacific Ocean,46,75.6,Medium Reliability
ARGO_5900029_R1227,ARGO_FLOAT,4.7903,-115.9306,2026-09-07 14:57:56,500.0,7.089,5.539,36.534,35.355,0.074,,-0.06,,1.5500000000000007,1.179000000000002,,,1.5500000000000007,1.179000000000002,,,9,Autumn,0.0,SPAC,South Pacific Ocean,46,60.9,Low Reliability
ARGO_5900029_R1228,ARGO_FLOAT,4.7903,-115.9306,2026-09-07 14:57:56,750.0,7.089,3.328,36.534,35.361,0.074,,-0.06,,3.7610000000000006,1.1730000000000018,,,3.7610000000000006,1.1730000000000018,,,9,Autumn,0.0,SPAC,South Pacific Ocean,46,38.9,Low Reliability
ARGO_5900029_R1229,ARGO_FLOAT,4.7903,-115.9306,2026-09-07 14:57:56,1000.0,2.992,2.53,36.714,35.574,0.1,,-0.06,,0.4620000000000002,1.1400000000000006,,,0.4620000000000002,1.1400000000000006,,,9,Autumn,0.0,SPAC,South Pacific Ocean,46,72.6,Medium Reliability
ARGO_5900029_R1230,ARGO_FLOAT,4.7903,-115.9306,2026-09-07 14:57:56,1500.0,2.992,2.083,36.714,35.478,0.1,,-0.06,,0.9089999999999998,1.235999999999997,,,0.9089999999999998,1.235999999999997,,,9,Autumn,0.0,SPAC,South Pacific Ocean,46,66.2,Medium Reliability
ARGO_5900029_R1231,ARGO_FLOAT,4.7903,-115.9306,2026-09-07 14:57:56,2000.0,2.992,1.962,36.714,35.536,0.1,,-0.06,,1.03,1.1779999999999973,,,1.03,1.1779999999999973,,,9,Autumn,0.0,SPAC,South Pacific Ocean,46,66.1,Medium Reliability
ARGO_5900029_R1232,ARGO_FLOAT,4.9477,-115.6463,2026-09-10 14:57:56,0.0,28.236,28.032,35.79,34.99,0.229,,-0.06,,0.20400000000000063,0.7999999999999972,,,0.20400000000000063,0.7999999999999972,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,82.0,Medium Reliability
ARGO_5900029_R1233,ARGO_FLOAT,4.9477,-115.6463,2026-09-10 14:57:56,10.0,26.575,26.922,35.833,34.989,0.188,,-0.06,,-0.3470000000000013,0.8440000000000012,,,0.3470000000000013,0.8440000000000012,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,79.6,Medium Reliability
ARGO_5900029_R1234,ARGO_FLOAT,4.9477,-115.6463,2026-09-10 14:57:56,20.0,26.337,26.043,35.773,34.925,0.207,,-0.06,,0.2940000000000005,0.8480000000000061,,,0.2940000000000005,0.8480000000000061,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,80.1,Medium Reliability
ARGO_5900029_R1235,ARGO_FLOAT,4.9477,-115.6463,2026-09-10 14:57:56,50.0,23.571,23.593,36.063,35.043,0.232,,-0.06,,-0.021999999999998465,1.0200000000000031,,,0.021999999999998465,1.0200000000000031,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,79.4,Medium Reliability
ARGO_5900029_R1236,ARGO_FLOAT,4.9477,-115.6463,2026-09-10 14:57:56,100.0,20.596,19.253,35.95,35.042,0.202,,-0.06,,1.343,0.9080000000000013,,,1.343,0.9080000000000013,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,68.4,Medium Reliability
ARGO_5900029_R1237,ARGO_FLOAT,4.9477,-115.6463,2026-09-10 14:57:56,150.0,20.596,16.105,35.95,35.07,0.202,,-0.06,,4.491,0.8800000000000026,,,4.491,0.8800000000000026,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,37.5,Low Reliability
ARGO_5900029_R1238,ARGO_FLOAT,4.9477,-115.6463,2026-09-10 14:57:56,200.0,14.928,13.637,35.887,35.171,0.07,,-0.06,,1.2910000000000004,0.7160000000000011,,,1.2910000000000004,0.7160000000000011,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,72.8,Medium Reliability
ARGO_5900029_R1239,ARGO_FLOAT,4.9477,-115.6463,2026-09-10 14:57:56,300.0,14.928,9.824,35.887,35.226,0.07,,-0.06,,5.104000000000001,0.6610000000000014,,,5.104000000000001,0.6610000000000014,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,35.7,Low Reliability
ARGO_5900029_R1240,ARGO_FLOAT,4.9477,-115.6463,2026-09-10 14:57:56,400.0,7.089,7.274,36.534,35.344,0.074,,-0.06,,-0.1849999999999996,1.1899999999999977,,,0.1849999999999996,1.1899999999999977,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,74.4,Medium Reliability
ARGO_5900029_R1241,ARGO_FLOAT,4.9477,-115.6463,2026-09-10 14:57:56,500.0,7.089,5.404,36.534,35.329,0.074,,-0.06,,1.6850000000000005,1.2049999999999983,,,1.6850000000000005,1.2049999999999983,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,59.1,Low Reliability
ARGO_5900029_R1242,ARGO_FLOAT,4.9477,-115.6463,2026-09-10 14:57:56,750.0,7.089,3.366,36.534,35.555,0.074,,-0.06,,3.7230000000000003,0.9789999999999992,,,3.7230000000000003,0.9789999999999992,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,43.2,Low Reliability
ARGO_5900029_R1243,ARGO_FLOAT,4.9477,-115.6463,2026-09-10 14:57:56,1000.0,2.992,2.472,36.714,35.573,0.1,,-0.06,,0.52,1.1409999999999982,,,0.52,1.1409999999999982,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,72.0,Medium Reliability
ARGO_5900029_R1244,ARGO_FLOAT,4.9477,-115.6463,2026-09-10 14:57:56,1500.0,2.992,1.92,36.714,35.424,0.1,,-0.06,,1.072,1.2899999999999991,,,1.072,1.2899999999999991,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,63.5,Low Reliability
ARGO_5900029_R1245,ARGO_FLOAT,4.9477,-115.6463,2026-09-10 14:57:56,2000.0,2.992,2.053,36.714,35.421,0.1,,-0.06,,0.9390000000000001,1.2929999999999993,,,0.9390000000000001,1.2929999999999993,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,64.8,Low Reliability
ARGO_5900029_R1246,ARGO_FLOAT,5.1022,-115.8596,2026-09-13 14:57:56,0.0,27.777,28.143,35.725,34.91,0.308,,-0.063,,-0.36599999999999966,0.8150000000000048,,,0.36599999999999966,0.8150000000000048,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,80.0,Medium Reliability
ARGO_5900029_R1247,ARGO_FLOAT,5.1022,-115.8596,2026-09-13 14:57:56,10.0,26.901,27.11,35.656,35.014,0.25,,-0.063,,-0.20899999999999963,0.6419999999999959,,,0.20899999999999963,0.6419999999999959,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,85.1,High Reliability
ARGO_5900029_R1248,ARGO_FLOAT,5.1022,-115.8596,2026-09-13 14:57:56,20.0,25.785,26.052,35.727,34.954,0.255,,-0.063,,-0.26699999999999946,0.7729999999999961,,,0.26699999999999946,0.7729999999999961,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,81.9,Medium Reliability
ARGO_5900029_R1249,ARGO_FLOAT,5.1022,-115.8596,2026-09-13 14:57:56,50.0,23.611,23.404,35.64,34.97,0.185,,-0.063,,0.20700000000000074,0.6700000000000017,,,0.20700000000000074,0.6700000000000017,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,84.5,Medium Reliability
ARGO_5900029_R1250,ARGO_FLOAT,5.1022,-115.8596,2026-09-13 14:57:56,100.0,20.286,19.374,35.699,35.091,0.196,,-0.063,,0.9120000000000026,0.607999999999997,,,0.9120000000000026,0.607999999999997,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,78.7,Medium Reliability
ARGO_5900029_R1251,ARGO_FLOAT,5.1022,-115.8596,2026-09-13 14:57:56,150.0,20.286,16.276,35.699,35.096,0.196,,-0.063,,4.010000000000002,0.6030000000000015,,,4.010000000000002,0.6030000000000015,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,47.8,Low Reliability
ARGO_5900029_R1252,ARGO_FLOAT,5.1022,-115.8596,2026-09-13 14:57:56,200.0,15.11,13.639,36.016,35.11,0.088,,-0.063,,1.471,0.9059999999999988,,,1.471,0.9059999999999988,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,67.2,Medium Reliability
ARGO_5900029_R1253,ARGO_FLOAT,5.1022,-115.8596,2026-09-13 14:57:56,300.0,15.11,9.937,36.016,35.233,0.088,,-0.063,,5.173,0.7830000000000013,,,5.173,0.7830000000000013,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,32.6,Low Reliability
ARGO_5900029_R1254,ARGO_FLOAT,5.1022,-115.8596,2026-09-13 14:57:56,400.0,6.7,7.146,36.493,35.302,0.06,,-0.063,,-0.44599999999999973,1.1910000000000025,,,0.44599999999999973,1.1910000000000025,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,71.7,Medium Reliability
ARGO_5900029_R1255,ARGO_FLOAT,5.1022,-115.8596,2026-09-13 14:57:56,500.0,6.7,5.385,36.493,35.355,0.06,,-0.063,,1.3150000000000004,1.1380000000000052,,,1.3150000000000004,1.1380000000000052,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,64.1,Low Reliability
ARGO_5900029_R1256,ARGO_FLOAT,5.1022,-115.8596,2026-09-13 14:57:56,750.0,6.7,3.238,36.493,35.386,0.06,,-0.063,,3.462,1.1069999999999993,,,3.462,1.1069999999999993,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,43.2,Low Reliability
ARGO_5900029_R1257,ARGO_FLOAT,5.1022,-115.8596,2026-09-13 14:57:56,1000.0,2.868,2.651,36.689,35.461,0.051,,-0.063,,0.21700000000000008,1.2280000000000015,,,0.21700000000000008,1.2280000000000015,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,73.3,Medium Reliability
ARGO_5900029_R1258,ARGO_FLOAT,5.1022,-115.8596,2026-09-13 14:57:56,1500.0,2.868,2.007,36.689,35.414,0.051,,-0.063,,0.8609999999999998,1.2749999999999986,,,0.8609999999999998,1.2749999999999986,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,65.9,Medium Reliability
ARGO_5900029_R1259,ARGO_FLOAT,5.1022,-115.8596,2026-09-13 14:57:56,2000.0,2.868,1.976,36.689,35.475,0.051,,-0.063,,0.8919999999999999,1.2139999999999986,,,0.8919999999999999,1.2139999999999986,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,66.8,Medium Reliability
BUOY_41001_R0,MOORED_BUOY,34.7,-72.6,2026-09-09 20:00:00,1.0,22.602,22.229,34.786,35.255,0.151,0.261,0.342,,0.3730000000000011,-0.4690000000000012,-0.11000000000000001,,0.3730000000000011,0.4690000000000012,0.11000000000000001,,9,Autumn,53.034444444444446,NATL,North Atlantic Ocean,29,84.1,Medium Reliability
BUOY_41002_R1,MOORED_BUOY,32.3,-75.4,2026-09-09 20:00:00,1.0,23.259,23.141,34.885,35.085,0.143,0.253,0.319,,0.1180000000000021,-0.20000000000000284,-0.11000000000000001,,0.1180000000000021,0.20000000000000284,0.11000000000000001,,9,Autumn,53.034444444444446,NATL,North Atlantic Ocean,32,92.1,High Reliability
BUOY_41004_R2,MOORED_BUOY,32.5,-79.1,2026-09-09 20:00:00,1.0,22.957,22.941,34.943,35.165,0.117,0.286,0.298,,0.01600000000000179,-0.2220000000000013,-0.16899999999999998,,0.01600000000000179,0.2220000000000013,0.16899999999999998,,9,Autumn,53.034444444444446,NATL,North Atlantic Ocean,32,91.2,High Reliability
BUOY_41009_R3,MOORED_BUOY,28.5,-80.2,2026-09-09 20:00:00,1.0,24.221,23.768,35.073,35.109,0.145,0.292,0.266,,0.4529999999999994,-0.036000000000001364,-0.147,,0.4529999999999994,0.036000000000001364,0.147,,9,Autumn,53.034444444444446,NATL,North Atlantic Ocean,59,91.1,High Reliability
BUOY_41010_R4,MOORED_BUOY,28.9,-78.5,2026-09-09 20:00:00,1.0,23.949,23.824,34.988,35.167,0.163,0.256,0.311,,0.125,-0.17900000000000205,-0.093,,0.125,0.17900000000000205,0.093,,9,Autumn,53.034444444444446,NATL,North Atlantic Ocean,60,92.8,High Reliability
BUOY_41040_R5,MOORED_BUOY,14.5,-53.4,2026-09-09 20:00:00,1.0,26.791,26.242,35.638,35.643,0.29,0.204,0.297,,0.5489999999999995,-0.005000000000002558,0.086,,0.5489999999999995,0.005000000000002558,0.086,,9,Autumn,53.034444444444446,NATL,North Atlantic Ocean,29,92.3,High Reliability
BUOY_41043_R6,MOORED_BUOY,21.0,-64.8,2026-09-09 20:00:00,1.0,26.285,25.259,35.463,35.441,0.258,0.249,0.31,,1.0259999999999998,0.021999999999998465,0.009000000000000008,,1.0259999999999998,0.021999999999998465,0.009000000000000008,,9,Autumn,53.034444444444446,NATL,North Atlantic Ocean,60,89.1,High Reliability
BUOY_41044_R7,MOORED_BUOY,21.6,-65.8,2026-09-09 20:00:00,1.0,25.599,25.406,35.346,35.399,0.263,0.211,0.318,,0.1930000000000014,-0.05300000000000438,0.05200000000000002,,0.1930000000000014,0.05300000000000438,0.05200000000000002,,9,Autumn,53.034444444444446,NATL,North Atlantic Ocean,60,95.7,High Reliability
BUOY_41046_R8,MOORED_BUOY,23.8,-68.3,2026-09-09 20:00:00,1.0,25.042,24.757,35.331,35.441,0.219,0.237,0.346,,0.28500000000000014,-0.10999999999999943,-0.017999999999999988,,0.28500000000000014,0.10999999999999943,0.017999999999999988,,9,Autumn,53.034444444444446,NATL,North Atlantic Ocean,32,94.5,High Reliability
BUOY_41047_R9,MOORED_BUOY,27.5,-71.5,2026-09-09 20:00:00,1.0,24.36,23.987,35.049,35.38,0.134,0.249,0.327,,0.3730000000000011,-0.33100000000000307,-0.11499999999999999,,0.3730000000000011,0.33100000000000307,0.11499999999999999,,9,Autumn,53.034444444444446,NATL,North Atlantic Ocean,32,86.8,High Reliability
BUOY_42001_R10,MOORED_BUOY,25.9,-89.7,2026-09-09 20:00:00,1.0,24.611,24.29,35.289,35.278,0.083,0.231,0.204,,0.3210000000000015,0.011000000000002785,-0.14800000000000002,,0.3210000000000015,0.011000000000002785,0.14800000000000002,,9,Autumn,53.034444444444446,NATL,North Atlantic Ocean,32,92.9,High Reliability
BUOY_42002_R11,MOORED_BUOY,26.0,-93.6,2026-09-09 20:00:00,1.0,24.718,24.326,35.14,35.274,0.115,0.268,0.212,,0.39199999999999946,-0.13400000000000034,-0.15300000000000002,,0.39199999999999946,0.13400000000000034,0.15300000000000002,,9,Autumn,53.034444444444446,NATL,North Atlantic Ocean,34,89.6,High Reliability
BUOY_42003_R12,MOORED_BUOY,26.0,-85.6,2026-09-09 20:00:00,1.0,24.393,24.003,35.264,35.37,0.081,0.268,0.211,,0.39000000000000057,-0.10599999999999454,-0.187,,0.39000000000000057,0.10599999999999454,0.187,,9,Autumn,53.034444444444446,NATL,North Atlantic Ocean,31,89.3,High Reliability
BUOY_42036_R13,MOORED_BUOY,28.5,-84.5,2026-09-09 20:00:00,1.0,24.095,23.941,34.994,35.148,0.102,0.318,0.267,,0.15399999999999991,-0.15400000000000347,-0.21600000000000003,,0.15399999999999991,0.15400000000000347,0.21600000000000003,,9,Autumn,53.034444444444446,NATL,North Atlantic Ocean,56,90.0,High Reliability
BUOY_42039_R14,MOORED_BUOY,28.8,-86.0,2026-09-09 20:00:00,1.0,24.335,23.751,35.048,35.165,0.034,0.223,0.242,,0.5839999999999996,-0.11699999999999733,-0.189,,0.5839999999999996,0.11699999999999733,0.189,,9,Autumn,53.034444444444446,NATL,North Atlantic Ocean,57,87.1,High Reliability
BUOY_42040_R15,MOORED_BUOY,29.2,-88.2,2026-09-09 20:00:00,1.0,23.688,23.538,34.881,35.208,0.053,0.38,0.239,,0.14999999999999858,-0.3269999999999982,-0.327,,0.14999999999999858,0.3269999999999982,0.327,,9,Autumn,53.034444444444446,NATL,North Atlantic Ocean,31,83.8,Medium Reliability
BUOY_51001_R16,MOORED_BUOY,23.4,-162.1,2026-09-09 20:00:00,1.0,25.235,24.704,35.756,35.766,0.416,0.237,-0.086,,0.5309999999999988,-0.00999999999999801,0.179,,0.5309999999999988,0.00999999999999801,0.179,,9,Autumn,53.034444444444446,NPAC,North Pacific Ocean,31,90.0,High Reliability
BUOY_51002_R17,MOORED_BUOY,17.1,-157.8,2026-09-09 20:00:00,1.0,25.898,26.146,35.949,35.81,0.306,0.083,-0.111,,-0.2480000000000011,0.1389999999999958,0.22299999999999998,,0.2480000000000011,0.1389999999999958,0.22299999999999998,,9,Autumn,53.034444444444446,NPAC,North Pacific Ocean,31,89.2,High Reliability
BUOY_51003_R18,MOORED_BUOY,19.2,-160.6,2026-09-09 20:00:00,1.0,25.958,25.714,35.788,35.765,0.287,0.28,-0.122,,0.24399999999999977,0.022999999999996135,0.006999999999999951,,0.24399999999999977,0.022999999999996135,0.006999999999999951,,9,Autumn,53.034444444444446,NPAC,North Pacific Ocean,32,96.9,High Reliability
BUOY_51004_R19,MOORED_BUOY,17.5,-152.5,2026-09-09 20:00:00,1.0,26.252,25.789,35.832,35.802,0.423,0.188,-0.082,,0.4629999999999974,0.030000000000001137,0.235,,0.4629999999999974,0.030000000000001137,0.235,,9,Autumn,53.034444444444446,NPAC,North Pacific Ocean,28,88.9,High Reliability
BUOY_51028_R20,MOORED_BUOY,0.0,-140.0,2026-09-09 20:00:00,1.0,28.397,27.27,36.175,35.955,0.384,0.223,-0.219,,1.126999999999999,0.21999999999999886,0.161,,1.126999999999999,0.21999999999999886,0.161,,9,Autumn,53.034444444444446,SPAC,South Pacific Ocean,34,80.3,Medium Reliability
BUOY_52001_R21,MOORED_BUOY,-8.0,-95.0,2026-09-09 20:00:00,1.0,27.731,26.935,35.712,35.628,0.073,0.137,-0.101,,0.7960000000000029,0.08400000000000318,-0.06400000000000002,,0.7960000000000029,0.08400000000000318,0.06400000000000002,,9,Autumn,53.034444444444446,SPAC,South Pacific Ocean,34,88.8,High Reliability
BUOY_52002_R22,MOORED_BUOY,0.0,-35.0,2026-09-09 20:00:00,1.0,28.045,26.925,35.92,35.989,0.311,0.265,0.262,,1.120000000000001,-0.06899999999999551,0.045999999999999985,,1.120000000000001,0.06899999999999551,0.045999999999999985,,9,Autumn,53.034444444444446,SATL,South Atlantic Ocean,29,86.3,High Reliability
BUOY_52003_R23,MOORED_BUOY,8.0,67.0,2026-09-09 20:00:00,1.0,27.541,26.929,37.163,36.537,0.15,0.106,0.184,,0.6120000000000019,0.6259999999999977,0.044,,0.6120000000000019,0.6259999999999977,0.044,,9,Autumn,53.034444444444446,IND,Indian Ocean,34,80.3,Medium Reliability
BUOY_52004_R24,MOORED_BUOY,12.0,90.0,2026-09-09 20:00:00,1.0,26.756,26.547,37.138,36.562,0.122,0.226,0.097,,0.20899999999999963,0.5760000000000005,-0.10400000000000001,,0.20899999999999963,0.5760000000000005,0.10400000000000001,,9,Autumn,53.034444444444446,IND,Indian Ocean,31,83.8,Medium Reliability
BUOY_41001_R25,MOORED_BUOY,34.7,-72.6,2026-09-10 02:00:00,1.0,22.602,22.82,34.786,34.976,0.151,0.263,0.342,,-0.21799999999999997,-0.18999999999999773,-0.11200000000000002,,0.21799999999999997,0.18999999999999773,0.11200000000000002,,9,Autumn,59.034444444444446,NATL,North Atlantic Ocean,29,91.2,High Reliability
BUOY_41002_R26,MOORED_BUOY,32.3,-75.4,2026-09-10 02:00:00,1.0,23.259,23.255,34.885,35.093,0.143,0.249,0.319,,0.004000000000001336,-0.2080000000000055,-0.10600000000000001,,0.004000000000001336,0.2080000000000055,0.10600000000000001,,9,Autumn,59.034444444444446,NATL,North Atlantic Ocean,32,93.1,High Reliability
BUOY_41004_R27,MOORED_BUOY,32.5,-79.1,2026-09-10 02:00:00,1.0,22.957,23.258,34.943,35.242,0.117,0.233,0.298,,-0.3009999999999984,-0.2989999999999995,-0.116,,0.3009999999999984,0.2989999999999995,0.116,,9,Autumn,59.034444444444446,NATL,North Atlantic Ocean,32,88.1,High Reliability
BUOY_41009_R28,MOORED_BUOY,28.5,-80.2,2026-09-10 02:00:00,1.0,24.221,24.31,35.073,35.129,0.145,0.227,0.266,,-0.08899999999999864,-0.055999999999997385,-0.08200000000000002,,0.08899999999999864,0.055999999999997385,0.08200000000000002,,9,Autumn,59.034444444444446,NATL,North Atlantic Ocean,59,95.9,High Reliability
BUOY_41010_R29,MOORED_BUOY,28.9,-78.5,2026-09-10 02:00:00,1.0,23.949,24.376,34.988,35.196,0.163,0.303,0.311,,-0.4269999999999996,-0.2079999999999984,-0.13999999999999999,,0.4269999999999996,0.2079999999999984,0.13999999999999999,,9,Autumn,59.034444444444446,NATL,North Atlantic Ocean,60,88.1,High Reliability
BUOY_41040_R30,MOORED_BUOY,14.5,-53.4,2026-09-10 02:00:00,1.0,26.791,26.92,35.638,35.662,0.29,0.193,0.297,,-0.12900000000000134,-0.02400000000000091,0.09699999999999998,,0.12900000000000134,0.02400000000000091,0.09699999999999998,,9,Autumn,59.034444444444446,NATL,North Atlantic Ocean,29,95.8,High Reliability
BUOY_41043_R31,MOORED_BUOY,21.0,-64.8,2026-09-10 02:00:00,1.0,26.285,25.826,35.463,35.477,0.258,0.277,0.31,,0.45899999999999963,-0.013999999999995794,-0.019000000000000017,,0.45899999999999963,0.013999999999995794,0.019000000000000017,,9,Autumn,59.034444444444446,NATL,North Atlantic Ocean,60,94.7,High Reliability
BUOY_41044_R32,MOORED_BUOY,21.6,-65.8,2026-09-10 02:00:00,1.0,25.599,25.687,35.346,35.338,0.263,0.239,0.318,,-0.08800000000000097,0.007999999999995566,0.02400000000000002,,0.08800000000000097,0.007999999999995566,0.02400000000000002,,9,Autumn,59.034444444444446,NATL,North Atlantic Ocean,60,98.4,High Reliability
BUOY_41046_R33,MOORED_BUOY,23.8,-68.3,2026-09-10 02:00:00,1.0,25.042,25.295,35.331,35.388,0.219,0.308,0.346,,-0.2530000000000001,-0.056999999999995055,-0.089,,0.2530000000000001,0.056999999999995055,0.089,,9,Autumn,59.034444444444446,NATL,North Atlantic Ocean,32,94.1,High Reliability
BUOY_41047_R34,MOORED_BUOY,27.5,-71.5,2026-09-10 02:00:00,1.0,24.36,24.741,35.049,35.204,0.134,0.291,0.327,,-0.3810000000000002,-0.15500000000000114,-0.15699999999999997,,0.3810000000000002,0.15500000000000114,0.15699999999999997,,9,Autumn,59.034444444444446,NATL,North Atlantic Ocean,32,89.2,High Reliability
BUOY_42001_R35,MOORED_BUOY,25.9,-89.7,2026-09-10 02:00:00,1.0,24.611,24.926,35.289,35.212,0.083,0.308,0.204,,-0.3149999999999977,0.07699999999999818,-0.22499999999999998,,0.3149999999999977,0.07699999999999818,0.22499999999999998,,9,Autumn,59.034444444444446,NATL,North Atlantic Ocean,32,89.7,High Reliability
BUOY_42002_R36,MOORED_BUOY,26.0,-93.6,2026-09-10 02:00:00,1.0,24.718,25.029,35.14,35.219,0.115,0.239,0.212,,-0.31099999999999994,-0.07900000000000063,-0.12399999999999999,,0.31099999999999994,0.07900000000000063,0.12399999999999999,,9,Autumn,59.034444444444446,NATL,North Atlantic Ocean,34,92.2,High Reliability
